DATE,ALSTHPI,ARSTHPI,AZSTHPI,CASTHPI,COSTHPI,CTSTHPI,DCSTHPI,DESTHPI,FLSTHPI,GASTHPI,HISTHPI,IASTHPI,IDSTHPI,ILSTHPI,INSTHPI,KSSTHPI,KYSTHPI,LASTHPI,MASTHPI,MDSTHPI,MESTHPI,MISTHPI,MNSTHPI,MOSTHPI,MSSTHPI,MTSTHPI,NCSTHPI,NDSTHPI,NESTHPI,NHSTHPI,NJSTHPI,NMSTHPI,NVSTHPI,NYSTHPI,OHSTHPI,OKSTHPI,ORSTHPI,PASTHPI,RISTHPI,SCSTHPI,SDSTHPI,TNSTHPI,TXSTHPI,UTSTHPI,VASTHPI,VTSTHPI,WASTHPI,WISTHPI,WVSTHPI,WYSTHPI
1999-04-01,205.54,176.86,190.78,239.42,237.90,248.56,213.61,250.64,192.28,220.35,226.62,180.98,198.06,231.05,202.93,171.95,211.77,156.07,361.74,229.34,263.84,239.55,209.82,199.69,178.45,203.99,228.72,157.72,195.34,232.57,262.65,197.40,190.47,315.80,211.86,140.35,243.22,229.96,258.26,224.98,194.2,210.1,152.27,237.22,218.87,236.78,259.9,216.93,147.76,145.83
1999-07-01,205.92,177.49,193.40,244.92,245.74,253.33,220.09,254.72,194.55,224.26,222.93,182.09,196.40,234.44,204.07,173.82,213.62,157.20,376.72,231.36,269.53,244.35,216.44,201.99,179.14,206.45,230.03,158.17,196.16,239.90,269.14,196.96,191.81,324.74,212.51,142.38,244.01,230.93,263.78,227.21,195.13,211.41,154.78,234.5,222.6,241.82,262.87,219.85,148.37,147.32
1999-10-01,207.56,178.17,195.30,250.11,250.00,256.38,226.16,256.09,196.89,226.83,223.07,183.29,195.80,236.78,205.08,174.91,215.37,157.65,385.59,233.95,272.07,247.37,219.27,203.97,179.01,206.03,231.14,156.91,197.41,244.38,272.01,197.78,192.05,330.85,213.91,142.41,244.90,232.00,268.39,229.11,196.36,212.24,156.58,235.55,225.59,245.1,264.95,221.11,147.03,147.81
2000-01-01,208.30,179.02,199.72,260.99,259.44,261.13,236.11,260.22,200.80,229.86,229.48,185.21,198.92,241.45,206.68,178.42,218.61,160.02,401.90,238.42,277.81,253.01,225.54,207.87,180.96,208.75,233.17,158.53,198.57,253.80,279.15,198.30,193.76,335.66,216.12,143.87,247.40,234.32,276.96,231.54,197.55,214.11,158.94,236.68,229.42,250.39,269.59,227.89,148.42,149.83
2000-04-01,210.04,180.74,201.91,268.01,265.82,268.25,244.79,264.72,204.38,233.61,229.09,187.65,198.83,245.59,208.42,179.76,220.59,160.62,414.87,240.98,285.46,256.57,232.23,210.41,182.21,210.31,236.12,159.72,201.35,262.66,285.81,199.03,196.22,345.68,218.73,145.59,249.07,237.77,285.36,234.36,201.19,215.29,161.59,236.67,234.15,254.2,272.37,229.07,149.39,151.33
2000-07-01,211.69,181.81,204.61,277.00,272.77,274.03,252.42,269.81,208.69,237.43,232.11,190.15,200.48,249.64,211.26,182.34,222.50,162.53,430.06,245.40,291.95,261.11,238.02,213.83,184.98,213.55,239.13,161.44,203.23,272.35,294.23,200.34,198.03,355.80,221.41,147.95,251.43,240.24,294.35,237.17,204.7,217.43,163.99,239.14,238.31,259.59,276.03,232.44,150.67,152.9
2000-10-01,214.39,184.25,207.73,285.57,278.88,277.80,257.12,273.32,213.04,241.28,237.47,191.56,202.60,252.47,213.18,184.16,225.30,163.93,440.43,249.19,297.74,264.87,242.61,216.43,186.29,216.56,241.74,162.66,204.71,279.83,298.72,201.37,200.89,361.21,224.26,148.94,254.10,243.10,299.82,240.44,204.88,219.37,165.91,242.51,242.34,264.39,279.57,235.28,152.01,156.21
2001-01-01,220.63,188.90,212.37,296.61,286.69,284.67,267.92,279.17,219.21,248.04,245.30,195.65,207.86,255.77,217.68,187.79,229.68,168.16,452.29,254.95,306.26,269.02,249.04,220.07,191.03,220.91,247.01,166.81,207.37,286.14,305.49,206.26,205.38,369.38,228.53,152.36,261.02,249.39,305.77,246.65,209.25,224.84,170.6,247.94,248.44,268.84,286.36,238.83,156.27,157.32
2001-04-01,221.55,189.98,215.65,305.68,292.52,290.78,280.36,283.93,224.72,251.10,248.84,197.74,210.15,260.22,219.47,190.04,231.72,169.88,466.02,259.94,312.06,272.51,255.74,223.38,192.22,223.47,249.19,167.96,209.66,295.92,314.16,207.87,208.00,377.57,230.88,153.86,263.50,253.37,316.26,249.44,212.38,225.99,172.86,248.48,254.22,274.13,290.24,242.07,157.88,160.31
2001-07-01,223.15,191.95,218.76,312.11,297.92,297.92,292.00,289.58,229.88,254.31,253.07,199.05,211.20,265.05,220.98,192.15,233.65,171.46,481.58,266.83,321.38,276.13,263.48,226.65,194.08,225.57,251.17,169.36,211.44,306.28,323.25,209.09,211.87,387.94,233.06,155.49,265.87,256.76,328.45,251.29,214.16,227.41,174.13,248.71,259.9,280.68,293.19,245.3,158.73,162.75
2001-10-01,225.67,193.88,220.89,316.50,300.34,303.11,300.89,293.54,235.42,257.61,257.07,201.51,213.68,267.51,222.97,193.86,235.51,173.08,491.41,271.14,326.41,278.40,266.98,228.90,195.76,227.19,253.46,170.59,213.17,311.73,329.65,210.52,214.55,394.78,234.97,157.27,268.15,260.01,335.41,254.23,215.13,230.11,176.08,251.31,263.49,284.13,295.13,247.13,160.08,164.81
2002-01-01,226.05,194.62,223.88,324.95,303.85,309.59,310.33,298.65,240.10,259.82,261.01,203.28,214.07,272.13,224.63,196.42,237.37,174.07,505.69,277.90,333.63,281.85,272.52,232.62,196.41,232.19,255.02,172.65,214.85,320.20,339.18,211.77,217.66,404.45,236.93,158.14,271.57,264.00,348.33,255.69,218.09,231.17,176.6,250.88,268.65,289.95,298.75,251.19,161.03,167.94
2002-04-01,227.21,195.49,226.86,335.98,307.19,318.45,321.50,306.26,247.43,261.78,266.82,204.26,215.17,276.94,225.29,198.34,239.00,175.45,524.29,287.04,344.07,284.97,279.82,235.69,195.75,234.24,256.10,174.11,216.21,331.59,351.84,214.67,221.20,417.25,238.56,159.66,273.48,268.63,365.44,257.13,221.04,231.56,178.1,250.38,276.2,296.56,302.36,254.66,162.83,170.27
2002-07-01,230.59,198.67,230.73,348.62,311.56,327.13,336.47,314.09,254.42,266.06,275.08,206.85,218.43,280.51,227.73,200.31,241.52,178.51,539.66,295.98,353.82,287.59,285.88,238.62,199.39,238.73,259.65,178.03,218.29,341.89,363.54,217.87,226.02,429.89,240.92,161.84,278.17,274.17,379.38,261.17,223.71,234.95,180.86,253.52,283.27,301.72,306.05,257.33,164.24,173.36
2002-10-01,233.27,201.14,233.40,358.82,313.47,334.01,346.50,319.15,260.17,269.13,278.65,208.60,220.67,283.70,228.77,201.89,243.80,181.14,551.87,302.02,360.30,289.42,290.27,241.52,201.36,241.00,261.39,179.91,219.71,349.61,371.97,219.91,228.60,439.17,242.49,163.77,280.39,278.93,391.29,263.41,225.03,237.04,182.76,254.86,287.16,304.37,308.65,259.19,166.65,175.07
2003-01-01,235.65,202.66,236.17,367.10,314.35,338.23,354.37,323.90,265.73,271.19,286.60,209.93,222.76,286.67,230.61,203.44,245.84,183.11,562.78,307.80,367.10,291.61,294.28,243.62,202.60,243.54,263.55,181.14,220.89,355.04,378.85,222.61,232.70,448.99,244.26,164.81,283.30,282.12,402.88,264.88,227.01,238.61,183.64,255.52,291.51,307.77,311.18,261.88,167.02,177.13
2003-04-01,237.73,203.96,238.64,373.99,315.71,343.80,361.18,330.74,272.15,273.02,293.59,211.51,224.60,289.60,231.74,204.87,247.75,185.00,571.91,314.47,372.29,293.87,297.69,245.34,204.25,248.52,265.29,183.89,222.12,360.58,385.49,225.20,237.31,459.88,246.02,166.89,285.92,285.79,412.44,267.58,228.2,240.61,184.81,256.46,296.24,312.9,313.84,264.21,168.78,181.08
2003-07-01,239.33,206.41,242.32,386.67,317.14,352.02,372.59,338.32,278.68,274.68,301.97,214.12,226.42,293.69,233.36,206.37,249.83,186.70,582.64,324.04,383.10,296.48,304.64,248.38,205.27,254.07,266.63,186.43,224.52,369.94,397.21,227.81,244.13,466.96,248.03,168.03,289.97,291.72,429.67,269.17,232.34,242.19,185.43,257.19,303.34,321.08,317.74,268.19,171.17,183.57
2003-10-01,240.91,209.54,250.45,411.38,320.77,364.90,392.30,351.11,291.63,278.26,319.09,217.48,229.47,302.85,235.42,209.66,253.45,189.80,607.59,341.55,397.39,300.78,315.64,254.05,206.81,260.71,269.00,189.95,228.16,384.51,417.37,232.74,258.69,488.86,251.44,169.64,297.29,300.33,457.83,271.68,237.28,244.83,186.55,257.38,315.64,337.66,325.8,276.99,172.72,187.13
2004-01-01,243.15,212.17,254.82,424.65,323.19,371.22,407.63,362.16,300.51,282.10,334.07,219.11,232.26,306.14,236.74,211.60,256.53,191.95,617.82,351.07,406.46,302.81,319.43,257.08,208.84,265.24,272.08,192.04,229.31,390.21,425.99,235.27,272.44,499.17,252.99,171.67,301.08,305.59,468.66,274.80,237.87,246.81,187.45,259.87,323.7,342.06,330.74,279.14,175.42,190.77
2004-04-01,244.68,215.65,263.93,451.26,325.66,383.29,428.07,370.12,314.64,283.99,353.21,221.40,238.32,313.13,237.50,213.79,258.76,194.86,632.33,367.53,418.16,304.88,325.68,260.37,211.16,271.75,274.56,195.05,232.61,400.68,439.41,240.53,297.17,513.81,254.48,173.16,310.10,313.60,489.92,277.15,242.19,249.62,189.36,262.33,336.17,352.1,340.6,284.81,178.94,195.8
2004-07-01,249.20,219.18,279.33,497.12,330.20,402.68,457.69,392.39,334.35,287.85,386.89,224.47,246.47,323.41,240.17,216.03,261.80,198.16,662.78,394.50,438.11,309.06,336.61,266.37,213.92,281.21,277.44,201.09,237.25,418.29,468.94,246.57,335.18,538.85,257.39,174.52,323.82,326.49,524.36,282.43,247.08,253.15,190.86,265.65,357.55,374.55,354.84,295.31,182.35,203.1
2004-10-01,252.89,223.05,290.80,516.24,333.39,410.46,482.17,404.32,349.64,292.39,401.00,226.95,252.78,328.03,242.77,218.66,266.81,200.85,673.83,408.13,447.33,312.43,341.56,269.99,216.90,287.73,282.17,205.15,239.17,426.54,480.83,251.50,347.94,552.42,260.05,177.44,331.36,333.81,537.72,287.72,250.5,256.23,193.07,270.87,370.02,382.17,363.03,298.76,185.61,206.89
2005-01-01,256.18,226.17,308.45,538.81,336.91,420.89,504.16,415.55,368.31,296.20,420.14,229.59,259.00,334.74,244.42,220.87,268.69,203.06,688.19,426.25,460.34,315.01,348.20,274.55,218.21,294.96,286.67,206.42,240.82,437.76,495.17,256.81,361.79,567.13,262.34,178.66,341.36,340.73,548.85,292.61,253.93,259.73,194.05,275.81,384.7,393.86,374.62,304.24,189.75,211.34
2005-04-01,262.31,231.41,340.23,570.38,341.83,434.93,533.36,433.06,395.88,300.10,444.75,232.36,270.79,342.59,246.52,223.94,272.39,207.23,704.50,452.12,470.58,316.75,355.28,278.56,222.50,306.66,290.47,212.91,244.28,448.14,516.62,268.01,381.09,585.88,264.43,181.51,359.56,352.40,571.14,297.69,259.97,265.46,197.21,284.59,406.53,407.22,394.61,309.65,195.69,218
2005-07-01,267.85,236.57,369.17,598.87,347.20,447.07,565.82,452.70,423.48,305.18,472.48,236.09,286.85,349.78,250.24,226.56,276.88,211.23,715.65,475.55,482.94,319.42,361.82,283.58,227.05,315.84,297.10,217.78,247.78,459.01,536.46,278.34,394.58,605.09,267.00,184.98,379.64,363.99,583.96,305.21,264.01,270.81,200.39,295.12,426.08,422.07,412.14,315.65,202.51,225.94
2005-10-01,273.32,239.80,394.82,625.58,350.61,456.07,594.04,462.25,445.74,309.20,499.30,237.86,299.99,356.13,250.73,227.70,278.28,218.41,720.87,494.72,490.56,318.64,365.88,286.77,232.22,326.24,303.35,220.51,247.01,464.32,552.75,286.57,409.18,618.74,267.34,187.15,396.12,371.52,592.90,311.94,268.25,275.14,202.72,304.87,437.99,430.68,429.37,318.73,205.36,232.03
2006-01-01,278.79,243.32,409.58,638.57,351.66,461.99,603.31,471.61,463.16,312.36,517.46,237.83,310.56,360.82,250.79,228.80,280.92,224.98,721.41,508.38,494.90,317.34,367.73,289.52,236.02,332.87,308.32,221.41,247.05,467.92,563.40,295.19,418.34,629.74,267.36,188.48,410.42,378.18,598.36,316.30,267.98,279.67,205.14,315.26,447.85,436.52,444.72,321.17,209.49,238.67
2006-04-01,283.39,246.68,418.28,644.41,353.50,464.30,610.94,480.66,473.07,314.23,521.93,239.31,322.36,363.64,250.35,230.80,281.85,230.83,712.61,518.82,492.24,312.14,365.73,289.88,242.95,343.24,312.53,228.00,249.58,465.28,569.91,305.75,419.14,631.70,266.26,190.93,427.09,382.41,598.33,321.57,272.48,285.05,208.36,328.55,456.24,446.4,460.08,320.75,207.54,246.4
2006-07-01,287.95,249.34,421.89,646.52,355.03,464.72,616.68,485.23,476.41,316.76,531.80,240.74,331.30,366.39,251.76,232.78,283.02,235.66,707.31,525.84,495.43,309.75,366.02,292.64,247.66,351.78,317.81,230.72,250.62,463.37,573.41,313.30,420.60,631.05,265.66,192.39,438.27,386.76,596.77,326.32,277.13,288.69,211.45,343.08,459.09,448.17,473.68,322.29,210.14,254.12
2006-10-01,293.48,251.53,425.51,642.78,358.38,467.50,627.08,494.12,479.68,322.71,530.02,242.67,339.42,370.46,254.34,234.95,286.08,239.51,709.24,532.64,502.98,311.34,369.96,296.08,252.14,358.48,323.59,231.15,250.80,466.46,576.25,320.58,419.35,639.10,266.68,195.09,446.53,391.33,596.39,334.46,277.95,294,214.36,356.11,465.56,455.03,483.86,326.23,212.56,260.87
2007-01-01,295.39,253.86,423.75,634.02,359.25,470.55,632.58,494.41,476.74,325.33,536.95,243.51,344.35,372.71,255.10,236.33,288.55,242.08,703.79,534.36,506.26,308.81,371.97,297.48,255.98,365.36,328.75,236.05,251.80,465.20,577.11,325.47,416.58,642.26,266.76,197.55,451.62,394.75,596.18,336.42,281,296.79,217.15,367.01,467.59,458.45,492.56,327.58,214,266.99
2007-04-01,299.48,255.35,420.14,623.38,360.23,466.86,632.34,498.04,470.49,326.38,538.38,245.65,345.17,371.48,255.91,238.92,289.31,244.48,693.79,535.37,502.84,303.11,367.92,297.87,256.03,370.27,331.83,238.78,253.61,461.96,573.41,328.02,407.97,640.11,265.19,198.36,456.72,396.39,585.12,338.89,283.72,300.37,220.78,375.95,468.82,458.06,498.17,327,213.49,274.34
2007-07-01,300.20,255.09,410.82,600.08,357.89,463.13,633.85,493.05,453.65,324.33,535.01,245.53,345.66,368.48,254.91,238.31,288.91,245.71,680.18,527.64,499.77,293.50,360.24,296.22,256.10,373.95,333.17,240.43,252.59,454.56,566.45,328.73,394.37,630.91,262.22,201.05,454.47,394.60,574.01,338.55,285.83,300.67,221.51,380.61,462.85,458.87,499.44,325.28,213.85,277.9
2007-10-01,302.49,256.22,403.88,575.60,358.81,462.35,626.66,493.75,442.31,326.45,532.86,246.88,345.80,369.68,255.32,238.42,291.99,246.62,680.22,524.78,505.86,292.30,358.87,297.49,259.42,376.36,335.70,241.06,252.09,454.03,563.97,330.12,384.08,632.83,262.16,202.82,456.06,396.31,571.55,343.10,288.08,302.79,223.18,383.61,461.69,457.04,502.2,326.98,215.67,279.39
2008-01-01,304.42,255.97,390.55,543.31,360.71,461.89,614.19,490.41,424.56,326.78,528.16,248.28,347.18,368.09,257.30,240.04,293.31,247.21,676.75,516.75,508.13,291.49,360.41,297.84,259.75,380.23,338.57,245.31,254.05,454.30,560.21,331.10,362.96,636.14,263.37,203.89,453.40,399.11,565.40,345.41,291.25,304.06,224.44,382.64,459.3,463.45,500.85,327.76,215.84,280.88
2008-04-01,303.21,255.21,368.01,498.45,358.54,450.99,598.32,483.69,395.28,321.79,517.30,246.89,339.22,360.60,255.36,238.53,293.17,246.89,655.30,498.92,499.79,279.52,349.37,293.80,257.64,377.97,337.93,246.37,252.08,442.61,544.20,327.26,333.71,624.17,259.35,205.02,445.31,394.12,542.87,343.67,291.75,302.95,225.13,376.49,446.24,457.37,491,322.85,215.31,281.58
2008-07-01,300.93,252.16,341.12,460.62,351.50,437.09,584.37,472.56,363.19,312.97,501.83,245.01,329.79,348.45,251.44,235.64,288.69,243.82,638.96,478.69,488.26,268.18,338.89,288.98,253.04,371.98,333.92,246.45,249.83,427.32,528.67,319.36,300.29,607.96,252.91,203.34,430.80,387.35,517.92,337.43,291.31,298.41,224.36,365.11,433.95,454.26,476.39,317.11,211.85,279.72
2008-10-01,302.47,253.49,329.04,444.73,352.54,433.39,577.77,467.17,344.63,311.64,492.99,246.09,329.77,347.31,251.03,236.11,290.48,244.57,639.77,471.50,485.12,265.37,337.81,289.63,255.57,375.61,333.73,248.50,251.10,425.61,523.17,318.63,284.38,602.20,253.42,203.55,424.53,386.86,511.86,338.46,293.31,299.71,224.75,364.28,430.41,453.59,471.4,317.78,209.9,279.43
2009-01-01,304.67,255.70,328.03,440.74,359.09,436.81,580.02,469.55,350.35,318.46,489.65,248.50,330.66,345.85,254.92,238.92,293.00,247.80,640.08,466.79,489.48,270.95,343.81,291.98,256.36,377.30,337.55,250.17,253.14,427.09,521.68,321.46,282.64,609.38,258.06,206.81,422.01,390.76,514.94,342.57,296.06,302.3,227.4,361.42,432.08,454.11,467.7,319.28,213.35,279.53
2009-04-01,301.37,252.52,304.59,420.64,353.23,422.66,562.80,455.58,332.43,308.72,469.23,246.93,319.54,335.94,250.88,237.24,290.16,245.99,624.25,448.65,478.50,260.40,333.84,287.29,253.89,372.36,331.80,249.89,252.03,414.78,504.85,312.87,262.38,596.27,252.21,205.04,405.76,384.96,491.90,338.29,294.83,299.24,225.88,347.68,421.28,447.62,447.76,314.48,210.58,279.17
2009-07-01,294.24,248.46,288.91,411.35,344.86,411.97,557.81,444.79,313.35,296.14,455.83,245.51,305.78,325.38,246.49,235.45,286.74,242.62,613.62,437.54,467.69,248.61,320.40,280.56,249.00,363.53,324.09,249.64,249.54,401.61,492.12,306.61,244.16,582.12,247.17,203.81,391.73,377.71,479.44,328.23,291.49,292.32,223.68,332.97,411.89,444.89,432.9,307.48,206.56,272.54
2009-10-01,293.28,247.42,280.26,412.66,343.94,410.63,565.42,440.76,305.42,291.86,449.36,244.89,300.51,322.18,246.45,235.02,286.74,242.95,614.61,429.94,462.43,244.29,316.10,279.32,247.60,361.09,320.25,251.75,249.36,399.19,488.39,304.06,236.82,576.96,246.77,204.38,384.64,376.36,479.75,324.46,290.35,289.51,223.11,329.02,408.77,440.97,427.09,306.59,205.44,270.35
2010-01-01,289.09,244.11,272.44,409.61,340.05,405.82,558.99,437.90,299.66,286.23,448.76,242.97,290.86,316.90,243.06,233.29,284.81,240.78,610.96,426.66,459.53,239.52,311.31,277.14,244.85,354.31,314.96,251.64,247.11,395.39,485.67,303.39,227.84,573.26,244.00,202.84,377.75,373.88,472.01,320.29,288.42,286.78,221.68,324.08,403.3,440.64,419.71,302.66,205.59,265.82
2010-04-01,284.77,244.84,262.87,408.40,336.08,401.41,561.54,433.12,291.28,280.06,445.70,243.81,285.91,313.19,243.31,232.81,283.61,239.55,609.17,421.42,453.86,235.68,308.49,275.32,241.74,350.48,312.40,251.59,248.85,392.75,481.99,298.14,219.75,569.62,242.13,202.66,372.25,371.95,465.16,315.23,288.11,285.42,221.86,319.41,400.61,439.59,414.87,300.92,205.18,267.14
2010-07-01,288.63,245.65,262.58,410.65,340.30,405.89,570.22,432.89,294.73,282.91,448.43,246.13,284.92,316.43,246.48,235.40,287.59,242.51,612.73,426.79,459.07,239.77,315.44,278.23,244.60,355.14,314.45,253.78,251.12,397.14,485.27,299.79,221.38,577.70,245.43,204.68,372.40,376.39,472.47,319.80,292.75,289.55,223.25,322.14,404.69,440.41,414.77,304.07,206.43,266.88
2010-10-01,286.22,244.61,256.05,406.12,338.80,406.54,569.89,429.61,289.44,279.13,448.66,246.12,278.02,314.28,246.01,235.28,287.20,242.06,612.48,422.71,460.18,239.18,311.31,276.43,242.76,353.89,312.74,256.58,249.79,394.87,484.26,296.88,215.47,577.50,244.38,204.07,366.84,375.48,471.40,317.22,292.87,287.44,222.26,320.43,402.49,441.65,407.42,302.14,207.97,267.03
2011-01-01,278.71,240.68,241.60,391.62,330.26,396.12,562.18,419.03,275.61,268.94,439.45,243.82,262.85,303.56,240.52,231.51,283.06,238.42,603.60,409.92,452.77,229.44,298.38,269.44,237.53,343.09,305.70,258.05,247.64,385.99,472.81,289.37,203.66,568.84,236.90,199.90,351.52,369.64,459.90,308.86,291.18,280.59,218.98,306.19,393.05,438.77,393.7,295.47,203.51,263.37
2011-04-01,275.00,238.97,229.70,385.33,324.38,388.78,570.50,407.01,267.24,257.35,440.11,242.29,253.26,297.30,238.49,228.02,280.26,237.41,596.67,401.76,445.08,225.61,291.59,265.32,237.64,341.96,299.57,261.52,246.74,379.21,463.30,283.99,189.77,560.76,233.35,199.90,341.23,364.51,444.29,301.37,288.71,277.02,217.93,299.51,388.19,433.22,383.76,290.53,200.42,260.34
2011-07-01,277.15,241.17,231.61,386.93,327.69,389.93,572.56,403.08,270.03,258.87,442.94,244.61,258.38,299.46,241.31,230.63,282.50,237.63,599.85,407.86,448.76,230.22,295.34,268.99,239.89,343.22,301.01,264.49,249.20,381.34,461.85,285.02,188.66,558.21,236.27,199.41,344.31,365.05,445.29,303.84,291.62,280.18,219.78,305.01,391.49,434.37,384.91,293.21,203.77,263.8
2011-10-01,279.30,242.36,236.79,385.76,330.63,393.00,579.11,408.13,272.46,258.24,442.92,245.69,262.88,299.38,242.62,232.55,283.56,240.63,600.60,409.76,451.66,232.00,298.29,270.30,241.27,345.00,302.19,266.94,250.83,383.10,461.98,286.22,188.92,562.55,236.96,202.32,347.72,366.45,448.27,307.04,293.34,280.94,219.96,306.42,394.25,439.91,385.26,294.27,204.75,263.85
2012-01-01,276.36,241.75,235.77,381.46,328.87,386.43,583.03,405.00,267.07,251.63,444.48,245.65,260.76,295.56,240.40,230.83,283.25,239.43,596.79,403.86,446.56,227.49,292.81,267.94,238.65,346.78,297.91,268.98,250.49,377.60,455.65,281.22,187.38,558.28,234.14,202.44,341.63,363.43,441.36,301.91,293.24,278.52,219.86,305.75,389.9,438.31,379.04,291.52,203.17,264.43
2012-04-01,274.47,239.36,238.63,382.09,329.68,382.44,586.75,396.52,265.09,247.17,441.30,245.55,257.64,291.77,239.96,229.72,282.27,239.98,595.06,399.96,441.89,226.37,290.85,265.40,237.36,346.21,294.34,276.42,250.85,374.51,449.55,279.30,186.35,552.54,232.98,202.16,338.08,361.72,433.40,300.44,294.92,277.31,221.35,304.11,387.36,436.23,375.79,289.12,203.6,264.96
2012-07-01,276.38,242.69,248.36,391.02,335.12,383.49,596.62,399.47,271.49,250.30,449.55,247.52,263.41,295.15,242.09,231.99,284.48,243.53,599.09,405.39,443.13,230.90,295.53,268.29,239.68,349.44,297.37,281.03,252.02,376.50,452.08,281.52,191.18,554.39,235.18,203.81,345.45,363.67,435.10,302.80,296.43,280.4,223.32,310.55,392.17,437.59,382.65,291.86,204.83,267.09
2012-10-01,276.89,244.22,255.84,399.33,338.15,384.79,607.93,402.12,275.23,253.31,454.00,248.54,267.14,295.20,242.73,232.23,285.62,243.50,601.98,406.87,443.93,234.09,298.77,268.62,238.17,354.12,298.64,288.45,253.32,377.79,453.09,281.77,196.30,556.16,234.64,205.05,351.10,364.67,437.43,302.93,300.14,280.84,224.93,315.87,393.76,437.76,387.27,291.87,205.38,269.29
2013-01-01,274.07,244.96,262.10,407.75,342.29,382.93,617.75,402.67,278.96,253.64,456.56,248.95,269.83,293.29,242.72,233.22,285.46,243.12,603.77,406.87,446.80,236.66,299.94,267.43,238.49,357.34,298.05,293.25,254.73,376.66,452.96,283.11,202.81,556.92,233.58,205.04,353.72,364.88,435.17,302.42,303.1,281.13,226.59,318.66,393.31,439.56,390.04,290.86,204.92,270.42
2013-04-01,274.75,245.31,273.95,426.47,349.28,381.21,635.87,402.81,288.27,259.56,466.63,250.61,272.54,295.09,243.12,231.84,286.23,244.56,608.91,410.59,448.76,241.61,305.53,268.41,237.91,359.90,299.56,299.73,257.50,377.40,453.76,282.83,215.34,558.34,234.27,206.93,363.50,366.05,435.78,303.28,304.33,283.65,230.66,327.64,397.03,435.75,397.18,290.7,205.93,272.79
2013-07-01,274.13,246.01,282.06,447.46,357.75,380.74,656.67,404.26,295.62,263.04,475.36,251.59,281.16,295.71,243.91,234.37,285.74,246.20,615.85,412.14,446.04,247.17,311.94,268.68,238.58,364.81,300.22,310.86,258.85,381.85,454.23,282.61,228.97,561.14,235.44,207.82,373.67,367.58,436.26,303.81,308.48,284.35,234.56,335.27,397.74,437.5,405.58,290.89,207.88,272.94
2013-10-01,273.13,245.62,289.92,462.30,360.80,377.65,659.69,407.16,303.16,266.47,486.67,251.75,281.31,296.74,244.02,233.62,284.53,245.84,618.98,412.88,443.94,249.14,312.24,268.10,237.06,365.63,299.41,315.32,260.53,381.99,455.21,283.96,239.03,560.11,235.18,207.37,378.24,366.79,433.82,303.15,309.85,285.96,237.27,339.62,397.7,436.06,409.57,289.67,209.79,273.62
2014-01-01,274.82,246.97,295.47,471.93,365.82,376.30,674.36,406.26,307.45,270.29,490.24,251.53,285.71,297.56,243.74,234.59,284.75,246.68,622.90,414.08,445.80,251.48,314.14,268.65,239.22,369.79,301.00,318.30,260.75,385.89,457.64,282.56,244.91,560.57,235.54,209.75,383.68,366.80,435.93,304.23,309.39,287.32,241.29,341.68,399.15,432.9,413.94,289.06,208.92,277.25
2014-04-01,275.53,246.91,300.75,484.70,378.39,379.33,690.24,409.87,315.83,276.80,497.59,254.91,291.27,303.07,247.69,237.86,289.14,249.23,636.75,420.68,449.73,259.04,322.06,273.44,239.42,372.19,305.13,322.67,266.36,388.60,462.62,284.80,252.71,566.20,240.72,211.47,396.34,371.46,443.30,309.28,314.51,293.27,247.4,348.16,405.42,437.93,424.9,293.64,210.59,278.62
2014-07-01,278.57,249.14,303.79,494.83,386.76,381.93,697.26,414.78,322.63,282.10,507.76,257.62,295.33,307.31,250.17,241.34,290.39,252.90,643.94,423.49,457.27,264.86,325.25,275.69,241.98,380.41,308.09,330.57,268.82,394.69,466.99,287.36,262.21,574.39,243.44,214.25,403.17,374.19,450.97,312.95,317.27,295.9,251.87,351.99,408.39,439.03,434.22,296.89,212.72,282.78
2014-10-01,279.95,251.88,308.85,500.45,392.48,381.60,713.31,413.34,328.52,284.08,514.36,258.89,296.53,308.50,251.36,241.24,292.48,253.41,648.30,427.17,455.47,267.05,326.33,278.06,244.77,382.60,309.21,335.51,270.51,396.25,468.99,287.88,266.95,577.73,244.44,215.23,407.34,374.92,454.02,315.27,320.17,299.88,254.89,356.12,411.67,438.31,438.54,298.35,213.1,284.68
2015-01-01,282.88,251.95,311.44,505.69,400.00,386.44,719.39,420.12,335.85,288.29,526.34,259.88,302.07,311.92,254.21,243.22,295.27,256.92,653.97,429.70,461.55,268.29,327.19,280.33,246.58,384.99,314.18,338.89,272.34,399.72,473.00,289.22,271.73,583.15,245.82,217.04,413.83,378.98,458.37,321.00,323.14,302.49,258.65,359.68,413.84,442.14,444.47,300.35,212.67,286.86
2015-04-01,283.68,252.81,318.11,517.03,416.55,387.62,730.90,419.16,344.07,295.13,529.79,263.24,307.48,314.63,257.47,246.16,298.88,259.03,661.81,432.63,464.46,273.99,334.11,282.62,246.81,391.05,317.83,341.63,277.05,406.08,476.61,290.18,280.30,587.86,249.80,220.24,428.02,381.42,467.45,324.50,327.23,306.11,265.11,365.56,417.42,446.73,457.56,303.38,217.93,287.87
